customer_id,wilaya,subscription,tenure_months,monthly_spend_dzd,data_usage_gb,calls_count,complaints,recharge_frequency,usage_drop_pct,churn
C11258,Tizi Ouzou,Prepaid,23,1135.33,11.94,58,0,4,-20.0,0
C11259,Batna,Prepaid,5,1695.61,6.58,32,0,5,58.4,0
C11260,Setif,Prepaid,47,400.0,17.64,55,1,4,27.9,0
C11261,Ghardaia,Prepaid,33,1069.93,6.97,20,1,4,0.6,0
C11262,Bejaia,Prepaid,19,1041.66,0.5,40,0,3,27.4,0
C11263,Tlemcen,Postpaid,14,2825.89,52.35,58,0,1,56.9,0
C11264,Setif,Prepaid,14,535.05,4.46,82,0,2,34.8,0
C11265,Bejaia,Prepaid,4,1574.89,14.47,41,1,3,28.1,1
C11266,Bejaia,Postpaid,3,2002.9,7.19,47,0,1,52.4,0
C11267,Algiers,Prepaid,18,1236.34,3.13,59,1,4,19.2,0
C11268,Bejaia,Prepaid,14,576.06,4.82,41,2,3,44.3,1
C11269,Tiaret,Prepaid,32,2150.82,37.69,57,0,2,-7.8,0
C11270,Oran,Prepaid,34,982.71,16.49,63,1,3,4.2,0
C11271,Ouargla,Prepaid,35,837.92,11.66,51,0,3,35.0,0
C11272,Annaba,Postpaid,44,3030.5,12.73,20,0,1,4.5,0
C11273,Biskra,Prepaid,2,964.2,9.08,48,1,1,27.8,1
C11274,Annaba,Prepaid,11,1966.35,31.99,71,0,4,32.7,0
C11275,Setif,Prepaid,24,2063.98,18.64,48,0,2,-17.7,0
C11276,Biskra,Prepaid,31,1881.63,9.66,24,0,5,-20.0,0
C11277,Oran,Prepaid,12,2032.9,6.34,50,1,3,26.4,0
C11278,Constantine,Prepaid,5,1353.92,18.05,52,0,3,-1.0,0
C11279,Annaba,Prepaid,32,1203.6,17.32,40,0,3,-6.9,0
C11280,Constantine,Prepaid,23,1266.89,12.7,94,0,4,9.9,0
C11281,Chlef,Prepaid,28,1988.17,5.13,78,0,3,10.4,0
C11282,Oran,Postpaid,4,2695.04,3.72,29,0,1,-7.3,0
C11283,Constantine,Prepaid,19,1913.54,12.0,38,0,2,42.8,0
C11284,Algiers,Prepaid,15,1703.4,4.77,50,0,2,-7.5,0
C11285,Tlemcen,Prepaid,34,2201.0,4.82,55,0,2,27.0,0
C11286,Batna,Prepaid,19,1361.39,3.3,65,1,2,28.8,1
C11287,Tiaret,Prepaid,7,1862.49,11.06,64,2,2,44.2,1
C11288,Bejaia,Postpaid,13,3718.76,30.13,54,0,1,-14.9,0
C11289,Batna,Postpaid,8,3701.41,25.18,51,1,1,37.8,0
C11290,Setif,Prepaid,23,1635.93,3.84,32,1,4,20.2,0
C11291,Algiers,Prepaid,4,940.29,16.62,43,1,1,17.3,1
C11292,Annaba,Prepaid,43,1884.25,12.37,68,1,2,33.5,0
C11293,Setif,Postpaid,13,2320.68,10.58,27,0,1,19.3,0
C11294,Tiaret,Postpaid,29,3558.51,7.36,40,0,1,6.8,0
C11295,Setif,Prepaid,18,1132.98,7.19,30,0,5,59.6,0
C11296,Tiaret,Prepaid,26,1020.29,9.88,63,0,3,36.5,0
C11297,Ghardaia,Prepaid,2,686.1,8.93,61,1,3,13.7,0
C11298,Batna,Postpaid,7,1598.51,4.34,69,0,1,26.2,0
C11299,Oran,Prepaid,14,1263.43,4.04,95,0,4,10.5,0
C11300,Biskra,Postpaid,19,3037.43,6.97,66,1,1,-4.8,0
C11301,Annaba,Prepaid,4,1303.2,6.38,36,1,2,14.6,1
C11302,Tizi Ouzou,Prepaid,4,2492.12,0.77,41,0,2,-6.2,1
C11303,Setif,Prepaid,21,1477.62,11.97,56,0,3,-8.5,0
C11304,Ouargla,Prepaid,14,1332.9,1.91,7,1,2,14.7,1
C11305,Ouargla,Postpaid,19,3205.23,0.65,16,0,1,38.0,0
C11306,Biskra,Prepaid,5,1289.4,26.64,26,0,2,14.9,0
C11307,Bejaia,Prepaid,17,1514.47,22.52,50,2,2,11.1,0
C11308,Biskra,Prepaid,53,405.52,2.79,31,1,3,31.3,0
C11309,Ouargla,Prepaid,17,1535.04,4.54,83,1,5,-8.2,0
C11310,Tizi Ouzou,Prepaid,11,1076.77,1.96,33,2,2,-4.0,1
C11311,Annaba,Prepaid,10,1567.24,36.86,38,0,3,-20.0,0
C11312,Tlemcen,Prepaid,29,1767.67,0.5,38,0,3,12.9,0
C11313,Oran,Postpaid,9,3005.4,2.15,55,0,1,-20.0,0
C11314,Chlef,Prepaid,13,1011.91,19.97,39,0,3,-2.5,0
C11315,Annaba,Prepaid,21,2091.58,11.02,78,0,1,51.7,0
C11316,Biskra,Postpaid,52,2671.06,2.74,45,0,1,36.5,0
C11317,Constantine,Postpaid,22,4020.27,13.13,84,0,1,16.9,0
C11318,Tizi Ouzou,Postpaid,17,2513.48,0.5,53,0,1,2.9,0
C11319,Setif,Postpaid,15,1612.66,0.64,57,0,1,20.5,0
C11320,Ghardaia,Postpaid,16,2932.0,23.18,26,0,1,40.9,0
C11321,Constantine,Prepaid,15,1926.28,19.43,71,0,3,44.9,0
C11322,Oran,Prepaid,8,1276.42,35.75,17,0,5,52.7,1
C11323,Algiers,Prepaid,63,1635.39,6.12,61,1,4,13.6,0
C11324,Constantine,Prepaid,12,1082.35,3.18,52,0,2,12.6,0
C11325,Ouargla,Prepaid,15,1465.78,3.99,31,0,3,21.4,0
C11326,Setif,Postpaid,23,2701.46,6.99,66,2,1,-0.2,0
C11327,Bejaia,Postpaid,12,2684.12,22.44,3,0,1,6.7,0
C11328,Tiaret,Prepaid,14,1652.77,15.93,36,0,4,18.2,0
C11329,Ghardaia,Prepaid,13,1834.52,37.28,39,1,5,12.2,0
C11330,Bejaia,Prepaid,23,1479.54,31.43,43,1,1,19.5,0
C11331,Tizi Ouzou,Prepaid,28,1247.18,4.94,86,0,6,-20.0,0
C11332,Setif,Prepaid,9,1085.01,6.88,81,0,5,12.8,0
C11333,Batna,Postpaid,54,2082.41,39.97,57,1,1,-20.0,0
C11334,Oran,Prepaid,18,1324.78,2.13,39,1,1,21.7,1
C11335,Batna,Prepaid,10,1438.37,0.81,55,0,6,33.6,1
C11336,Tiaret,Prepaid,14,1559.41,1.5,46,0,3,-20.0,0
C11337,Setif,Prepaid,22,1059.62,6.24,54,0,4,-0.4,0
C11338,Tiaret,Postpaid,7,3233.97,37.66,50,0,1,15.2,0
C11339,Tlemcen,Prepaid,7,1083.18,15.63,23,1,1,-9.0,0
C11340,Setif,Prepaid,11,2254.97,2.9,63,2,3,-13.2,1
C11341,Chlef,Prepaid,20,1475.26,3.33,58,0,2,26.5,0
C11342,Chlef,Prepaid,25,1678.73,69.05,24,0,4,-10.4,0
C11343,Batna,Postpaid,11,3041.95,9.78,43,1,1,-18.8,0
C11344,Batna,Prepaid,36,2278.05,7.51,25,0,2,-3.2,0
C11345,Oran,Prepaid,46,1148.32,33.82,53,3,4,23.2,1
C11346,Bejaia,Prepaid,38,1767.62,5.92,49,0,3,-20.0,0
C11347,Algiers,Prepaid,30,1817.17,6.25,2,0,3,-10.7,0
C11348,Tizi Ouzou,Prepaid,17,1691.37,6.02,33,1,3,31.1,0
C11349,Tlemcen,Prepaid,16,1306.93,0.82,13,0,2,2.4,0
C11350,Tiaret,Prepaid,16,793.63,10.17,101,1,4,17.4,0
C11351,Blida,Prepaid,31,635.15,8.61,2,1,2,17.6,0
C11352,Bejaia,Postpaid,4,1150.71,3.11,56,0,1,7.6,0
C11353,Setif,Prepaid,31,1760.49,13.23,46,1,4,-14.6,0
C11354,Algiers,Prepaid,19,2312.17,8.22,14,0,4,40.6,0
C11355,Oran,Postpaid,8,1913.38,16.07,70,0,1,-20.0,0
C11356,Annaba,Prepaid,10,1538.75,33.2,53,0,3,9.3,0
C11357,Biskra,Prepaid,8,1806.46,3.56,28,0,4,-17.0,0
C11358,Ghardaia,Prepaid,9,799.36,23.67,15,0,2,8.9,0
C11359,Ghardaia,Prepaid,1,1763.37,6.74,36,1,3,23.1,1
C11360,Bejaia,Prepaid,3,940.05,1.83,30,0,1,6.4,1
C11361,Bejaia,Prepaid,5,2363.17,6.05,9,0,5,66.1,0
C11362,Algiers,Prepaid,18,1930.89,1.66,56,0,3,28.4,0
C11363,Ouargla,Prepaid,57,1827.18,45.52,55,1,2,-7.4,0
C11364,Biskra,Prepaid,36,2118.1,0.5,57,0,5,22.0,0
C11365,Ghardaia,Prepaid,20,1404.26,2.44,47,0,2,11.2,0
C11366,Setif,Prepaid,39,1471.69,32.65,84,1,3,-11.0,0
C11367,Bejaia,Prepaid,20,1628.25,10.96,49,1,6,40.7,0
C11368,Algiers,Prepaid,5,645.67,14.78,90,0,2,26.3,0
C11369,Ouargla,Prepaid,11,2094.04,3.39,48,0,3,17.8,0
C11370,Ouargla,Prepaid,3,1475.73,2.81,66,0,1,46.8,1
C11371,Constantine,Prepaid,16,1862.25,11.71,46,0,5,22.9,0
C11372,Batna,Prepaid,14,988.28,14.63,37,0,4,14.4,0
C11373,Chlef,Prepaid,7,1213.93,28.71,44,0,4,12.2,0
C11374,Biskra,Prepaid,5,1727.78,17.74,53,0,4,-20.0,0
C11375,Batna,Postpaid,26,3516.44,0.5,73,0,1,19.6,0
C11376,Tizi Ouzou,Prepaid,12,1681.09,11.01,10,0,4,-9.2,0
C11377,Setif,Postpaid,23,2220.53,15.39,91,0,1,21.1,0
C11378,Constantine,Prepaid,17,1568.5,9.52,73,3,2,-4.1,1
C11379,Bejaia,Prepaid,7,658.76,23.58,67,0,4,76.3,1
C11380,Tlemcen,Prepaid,27,739.4,11.04,66,1,3,37.9,0
C11381,Biskra,Postpaid,15,2686.93,23.11,59,0,1,12.0,0
C11382,Ghardaia,Prepaid,6,2357.82,0.9,123,1,4,50.0,1
C11383,Batna,Prepaid,3,1484.7,31.49,52,1,5,-20.0,0
C11384,Oran,Prepaid,14,1818.27,1.07,3,0,1,80.6,1
C11385,Batna,Prepaid,31,1539.28,48.74,50,1,2,17.3,0
C11386,Blida,Prepaid,23,1669.83,42.03,58,1,3,43.9,0
C11387,Tlemcen,Postpaid,36,1423.23,10.33,44,1,1,-20.0,0
C11388,Blida,Prepaid,8,1410.83,0.5,74,0,6,27.6,1
C11389,Blida,Prepaid,47,1858.35,19.13,54,0,3,40.3,0
C11390,Biskra,Prepaid,6,648.87,71.42,49,1,3,1.4,1
C11391,Oran,Prepaid,6,946.75,23.48,18,0,5,31.2,0
C11392,Ghardaia,Prepaid,17,1987.4,3.61,29,0,3,49.3,0
C11393,Constantine,Prepaid,32,2567.12,4.1,57,0,3,27.2,0
C11394,Blida,Prepaid,24,1828.12,38.35,34,1,3,10.6,0
C11395,Tlemcen,Prepaid,10,1312.32,3.12,51,0,4,-20.0,0
C11396,Tiaret,Prepaid,7,1633.03,36.22,83,0,2,10.5,0
C11397,Batna,Postpaid,4,3244.7,4.2,41,1,1,6.3,0
C11398,Setif,Prepaid,21,1340.97,53.58,49,0,3,4.3,0
C11399,Biskra,Postpaid,19,3104.82,24.58,74,1,1,34.6,0
C11400,Tlemcen,Prepaid,30,1084.78,32.75,64,0,1,43.4,0
C11401,Ghardaia,Prepaid,6,911.12,1.37,14,0,7,24.6,0
C11402,Ouargla,Prepaid,9,1609.11,8.35,55,2,4,30.8,1
C11403,Chlef,Prepaid,7,1529.71,18.54,36,0,3,7.8,0
C11404,Algiers,Prepaid,9,1920.32,5.5,71,0,4,-20.0,0
C11405,Batna,Postpaid,37,2558.99,10.37,105,0,1,3.9,0
C11406,Oran,Prepaid,29,1470.23,1.34,24,0,3,15.4,0
C11407,Blida,Prepaid,27,1373.47,0.5,54,1,4,29.3,0
C11408,Setif,Prepaid,12,1885.03,11.82,70,0,1,6.2,0
C11409,Blida,Prepaid,15,1820.14,22.15,55,0,5,29.1,0
C11410,Oran,Prepaid,18,1427.65,5.69,64,0,2,22.0,0
C11411,Ouargla,Prepaid,10,1291.12,18.36,53,1,4,-11.8,1
C11412,Tlemcen,Postpaid,6,3684.07,4.51,8,0,1,-17.0,0
C11413,Ghardaia,Postpaid,72,2229.92,23.12,10,1,1,-19.5,0
C11414,Chlef,Postpaid,17,2988.28,16.85,67,1,1,40.0,0
C11415,Ghardaia,Prepaid,8,1788.15,8.52,22,1,3,-1.1,1
C11416,Algiers,Postpaid,43,3180.87,12.45,64,3,2,2.1,0
C11417,Biskra,Prepaid,3,1048.17,5.1,94,0,2,4.3,0
C11418,Ghardaia,Postpaid,25,2040.67,7.27,44,0,1,-8.1,0
C11419,Chlef,Postpaid,46,2923.19,10.39,42,0,1,57.1,0
C11420,Batna,Postpaid,10,2877.99,6.73,36,0,1,22.9,0
C11421,Tlemcen,Prepaid,17,1155.27,2.05,49,0,4,18.1,0
C11422,Algiers,Prepaid,50,2073.84,15.25,64,0,4,49.6,0
C11423,Annaba,Postpaid,17,2068.57,13.04,13,0,1,30.1,0
C11424,Chlef,Postpaid,21,1805.46,21.35,6,0,1,35.5,0
C11425,Blida,Prepaid,10,2103.12,11.22,28,0,2,8.2,0
C11426,Bejaia,Postpaid,1,2844.24,19.19,2,0,1,1.0,0
C11427,Ouargla,Prepaid,38,1163.06,3.7,48,1,6,48.6,0
C11428,Batna,Prepaid,18,1897.3,12.88,52,1,3,-2.7,0
C11429,Biskra,Prepaid,23,1142.28,12.67,12,1,4,59.6,0
C11430,Batna,Prepaid,29,1515.55,9.82,49,1,3,36.6,0
C11431,Ouargla,Prepaid,26,2135.7,0.5,33,1,2,-1.7,0
C11432,Algiers,Prepaid,9,2371.04,21.26,54,1,2,3.0,1
C11433,Annaba,Prepaid,7,1024.55,3.59,91,1,4,-14.4,1
C11434,Setif,Prepaid,6,1849.89,47.21,2,0,3,38.7,1
C11435,Chlef,Prepaid,1,1407.31,21.16,98,0,2,29.1,1
C11436,Constantine,Postpaid,11,3488.98,2.46,19,2,1,32.5,1
C11437,Tizi Ouzou,Prepaid,7,1386.79,2.48,20,0,2,-20.0,1
C11438,Setif,Prepaid,26,1503.14,2.24,46,0,3,4.5,0
C11439,Batna,Prepaid,1,1152.35,10.71,45,1,4,4.6,0
C11440,Tizi Ouzou,Prepaid,17,828.6,2.39,46,0,3,7.6,0
C11441,Tiaret,Prepaid,15,1681.7,3.66,40,0,2,13.5,0
C11442,Batna,Prepaid,13,1374.15,5.52,34,0,5,-20.0,0
C11443,Oran,Prepaid,29,1252.95,31.19,24,1,3,4.9,0
C11444,Algiers,Prepaid,35,1444.16,9.15,9,0,3,33.7,0
C11445,Biskra,Prepaid,21,1298.66,9.86,69,1,5,-3.0,0
C11446,Bejaia,Prepaid,22,1485.01,9.11,49,0,4,-20.0,0
C11447,Ouargla,Postpaid,19,1743.12,7.02,50,0,2,22.5,0
C11448,Annaba,Prepaid,18,1409.06,9.54,62,1,4,-7.8,0
C11449,Tiaret,Prepaid,21,1493.27,16.43,38,1,2,39.2,1
C11450,Constantine,Prepaid,26,2158.17,21.26,53,2,3,12.5,0
C11451,Setif,Postpaid,18,2442.36,18.45,42,0,1,35.7,0
C11452,Chlef,Prepaid,40,727.83,2.42,63,1,2,12.5,0
C11453,Algiers,Postpaid,9,3320.84,0.5,24,0,1,13.8,0
C11454,Chlef,Prepaid,10,1364.06,17.58,77,0,2,55.6,0
C11455,Tlemcen,Postpaid,24,2685.55,14.5,16,0,1,37.6,0
C11456,Oran,Prepaid,13,1229.3,2.68,77,0,3,13.8,0
C11457,Annaba,Prepaid,20,949.26,73.76,25,0,5,-4.6,0
C11458,Ghardaia,Prepaid,23,1390.38,8.32,28,0,4,23.7,0
C11459,Tizi Ouzou,Prepaid,72,1907.52,1.72,87,1,4,60.7,0
C11460,Oran,Prepaid,29,1066.31,12.52,57,1,4,34.7,0
C11461,Batna,Prepaid,13,914.67,22.3,67,1,3,23.3,0
C11462,Oran,Prepaid,10,1613.49,28.03,8,0,2,22.8,0
C11463,Biskra,Prepaid,6,1251.05,2.89,58,1,4,32.4,1
C11464,Ghardaia,Prepaid,6,794.56,9.14,30,1,4,62.5,1
C11465,Constantine,Prepaid,6,1861.54,6.13,34,0,4,5.6,0
C11466,Batna,Prepaid,32,1228.5,18.07,27,0,2,21.8,0
C11467,Tizi Ouzou,Prepaid,23,1139.08,0.5,36,1,2,50.1,1
C11468,Tiaret,Prepaid,29,1799.24,0.5,76,0,4,-4.4,0
C11469,Setif,Prepaid,49,1098.04,13.98,30,1,3,-8.5,0
C11470,Chlef,Postpaid,9,3997.7,5.37,16,1,1,9.9,0
C11471,Tiaret,Prepaid,12,1745.59,1.84,97,1,1,2.4,0
C11472,Setif,Prepaid,26,1572.39,3.44,37,1,2,-12.0,0
C11473,Tlemcen,Prepaid,7,2101.45,17.59,46,1,3,20.8,0
C11474,Ghardaia,Prepaid,12,1031.37,1.32,48,1,6,17.0,0
C11475,Batna,Prepaid,17,1598.95,0.9,42,0,2,2.8,0
C11476,Batna,Postpaid,15,3229.08,12.1,30,0,1,-6.8,0
C11477,Annaba,Postpaid,10,1897.26,10.68,54,1,1,-20.0,0
C11478,Batna,Postpaid,7,2887.48,1.55,49,0,1,42.1,0
C11479,Chlef,Postpaid,10,3096.56,7.03,88,0,1,-20.0,0
C11480,Constantine,Prepaid,19,1983.6,4.39,50,1,2,31.9,0
C11481,Tlemcen,Prepaid,23,1616.41,10.19,25,2,4,20.1,0
C11482,Annaba,Postpaid,16,3504.0,11.99,13,0,1,-6.7,0
C11483,Tizi Ouzou,Prepaid,50,1023.12,6.43,54,0,3,26.7,0
C11484,Bejaia,Prepaid,14,1637.07,7.18,23,0,4,9.4,0
C11485,Chlef,Prepaid,19,1491.71,2.83,78,0,1,8.0,0
C11486,Tiaret,Prepaid,9,400.0,26.69,63,0,1,5.2,1
C11487,Tizi Ouzou,Prepaid,21,1868.7,24.13,22,0,5,57.5,0
C11488,Constantine,Prepaid,21,1465.34,2.76,60,0,4,33.1,0
C11489,Ghardaia,Postpaid,33,2574.23,4.4,63,0,1,23.5,0
C11490,Oran,Prepaid,23,2132.33,4.09,89,1,4,6.9,0
C11491,Setif,Prepaid,18,1629.3,26.49,58,1,4,26.5,0
C11492,Ouargla,Prepaid,21,990.88,31.16,81,0,3,27.8,0
C11493,Ouargla,Postpaid,39,2818.93,6.7,51,0,1,5.1,0
C11494,Ghardaia,Postpaid,12,1189.4,3.84,29,1,1,8.0,0
C11495,Tlemcen,Prepaid,8,1471.64,2.08,45,0,2,3.8,1
C11496,Blida,Prepaid,9,967.91,0.67,11,0,3,18.2,1
C11497,Tizi Ouzou,Prepaid,15,1685.77,6.37,60,1,5,-8.8,0
C11498,Ouargla,Prepaid,49,400.0,19.34,55,0,3,9.4,0
C11499,Chlef,Prepaid,7,2112.72,5.54,80,2,2,44.6,1
C11500,Setif,Prepaid,7,1738.5,18.42,60,1,5,30.3,1
C11501,Ghardaia,Prepaid,20,1638.65,2.76,42,0,3,25.6,0
C11502,Algiers,Postpaid,36,2201.39,0.95,33,1,1,27.5,0
C11503,Setif,Prepaid,26,2153.12,19.85,35,1,3,63.7,0
C11504,Tiaret,Prepaid,13,2125.69,4.65,87,0,3,32.2,0
C11505,Setif,Prepaid,18,2125.4,24.95,42,0,1,22.1,0
C11506,Ghardaia,Postpaid,27,2843.69,18.92,33,1,1,7.2,0
C11507,Bejaia,Prepaid,14,1381.55,1.43,69,0,3,-16.8,0
C11508,Bejaia,Prepaid,18,1498.5,8.72,38,1,2,-5.2,0
C11509,Biskra,Prepaid,9,2123.41,15.04,28,1,3,15.8,1
C11510,Batna,Postpaid,5,2019.73,5.95,46,1,1,-6.8,0
C11511,Ghardaia,Postpaid,18,2165.94,25.19,37,1,1,19.3,0
C11512,Constantine,Prepaid,39,1288.41,14.88,87,0,4,15.8,0
C11513,Batna,Postpaid,4,2289.96,16.51,32,0,1,33.9,0
C11514,Chlef,Prepaid,3,1939.76,9.73,26,0,4,-20.0,0
C11515,Batna,Prepaid,5,2083.72,20.43,73,1,3,15.4,1
C11516,Blida,Prepaid,13,1486.03,2.19,21,0,2,15.3,0
C11517,Blida,Prepaid,13,1318.04,5.69,57,1,4,40.1,0
C11518,Chlef,Prepaid,31,400.0,20.1,40,1,4,15.4,0
C11519,Ouargla,Prepaid,4,655.03,24.56,53,0,1,16.0,1
C11520,Chlef,Prepaid,24,1158.26,1.25,59,0,3,-11.2,0
C11521,Tlemcen,Prepaid,3,2058.05,0.5,66,0,4,-9.4,1
C11522,Batna,Prepaid,6,1276.32,2.16,26,0,4,-18.6,0
C11523,Tizi Ouzou,Prepaid,19,806.43,15.16,33,0,2,-12.2,0
C11524,Blida,Postpaid,7,2805.22,1.61,76,0,1,17.8,0
C11525,Ghardaia,Postpaid,2,1431.96,4.25,90,0,1,-20.0,0
C11526,Annaba,Postpaid,21,2929.42,5.11,44,1,1,70.2,0
C11527,Tiaret,Prepaid,22,1004.14,13.83,81,1,2,-6.7,0
C11528,Annaba,Prepaid,2,2522.34,7.04,29,0,5,0.9,0
C11529,Bejaia,Prepaid,25,1374.3,2.97,54,0,3,7.5,0
C11530,Tlemcen,Prepaid,2,1139.9,31.48,48,0,1,36.8,1
C11531,Annaba,Postpaid,67,2579.75,8.06,91,1,1,-20.0,0
C11532,Ghardaia,Prepaid,47,1822.43,1.74,74,0,4,35.7,0
C11533,Ouargla,Prepaid,5,1412.01,2.44,33,1,4,-12.6,1
C11534,Tlemcen,Prepaid,35,874.48,2.89,62,1,4,-3.7,0
C11535,Algiers,Prepaid,9,754.08,0.85,51,0,3,-11.8,0
C11536,Blida,Prepaid,7,1455.12,25.14,16,0,5,16.4,0
C11537,Tiaret,Postpaid,23,1754.88,9.55,77,1,1,27.9,0
C11538,Batna,Prepaid,10,400.0,3.34,55,3,2,36.9,1
C11539,Tiaret,Prepaid,58,1821.3,26.62,56,1,4,42.9,0
C11540,Tizi Ouzou,Prepaid,17,576.74,4.23,75,2,1,41.8,1
C11541,Ouargla,Prepaid,23,1450.66,10.52,61,0,3,71.5,0
C11542,Tlemcen,Postpaid,35,2504.35,41.13,48,1,1,28.9,0
C11543,Tlemcen,Prepaid,21,1122.18,11.19,37,1,1,-20.0,0
C11544,Biskra,Prepaid,12,1829.18,26.28,76,0,2,11.9,0
C11545,Ouargla,Prepaid,33,1138.61,16.84,44,2,5,22.5,1
C11546,Ghardaia,Prepaid,20,1326.41,9.8,43,2,3,15.0,0
C11547,Biskra,Postpaid,3,2367.01,5.58,2,2,1,-11.7,0
C11548,Constantine,Prepaid,17,1086.48,3.43,37,0,4,30.4,0
C11549,Batna,Prepaid,2,1017.62,5.78,75,1,4,48.9,1
C11550,Algiers,Prepaid,3,1740.57,22.85,33,1,4,27.8,1
C11551,Constantine,Prepaid,16,1512.3,48.1,66,0,4,58.1,0
C11552,Chlef,Postpaid,38,2630.47,23.87,37,1,1,25.9,0
C11553,Bejaia,Prepaid,16,1008.83,3.55,39,0,2,38.1,0
C11554,Blida,Prepaid,42,1830.2,30.9,67,0,3,30.4,0
C11555,Ghardaia,Prepaid,24,1335.06,14.58,69,2,3,11.3,0
C11556,Oran,Prepaid,10,1625.32,4.5,8,0,2,-3.8,1
C11557,Ghardaia,Prepaid,12,1374.43,30.69,53,1,2,58.8,0
C11558,Ghardaia,Prepaid,23,1796.45,1.37,48,0,3,10.6,0
C11559,Batna,Prepaid,33,780.92,9.07,52,0,2,35.6,0
C11560,Oran,Prepaid,16,1257.93,4.02,81,0,3,49.2,0
C11561,Chlef,Prepaid,34,1143.3,0.99,51,1,3,-3.7,0
C11562,Tizi Ouzou,Prepaid,11,1397.03,9.69,44,1,4,34.9,1
C11563,Batna,Postpaid,16,2273.86,39.9,29,0,1,30.3,0
C11564,Algiers,Prepaid,20,1722.65,23.57,67,0,3,24.7,0
C11565,Tiaret,Prepaid,6,1667.82,9.2,15,0,3,35.2,0
C11566,Constantine,Prepaid,29,1241.39,0.5,69,2,2,52.3,1
C11567,Tlemcen,Prepaid,8,1323.11,0.86,50,0,5,-1.9,0
C11568,Ghardaia,Postpaid,5,2284.67,8.24,44,1,1,35.5,1
C11569,Biskra,Prepaid,12,674.06,5.94,50,1,4,-8.9,0
C11570,Constantine,Prepaid,17,1770.17,7.17,21,1,1,-9.9,0
C11571,Oran,Prepaid,47,3144.82,7.36,19,0,2,19.8,0
C11572,Batna,Prepaid,19,1753.35,0.7,68,0,3,-9.0,0
C11573,Ouargla,Prepaid,2,1065.43,38.75,27,0,6,54.7,0
C11574,Setif,Prepaid,8,1538.73,0.52,65,1,4,24.9,1
C11575,Blida,Prepaid,33,2207.99,2.46,52,0,4,1.9,0
C11576,Bejaia,Prepaid,14,1365.27,6.78,99,0,3,-20.0,0
C11577,Tiaret,Prepaid,8,1114.96,0.5,52,0,3,32.5,1
C11578,Tlemcen,Prepaid,26,756.77,13.47,68,0,1,39.3,0
C11579,Biskra,Prepaid,14,1271.82,17.6,65,0,3,-7.7,0
C11580,Oran,Prepaid,12,1156.18,1.83,8,1,6,13.5,0
C11581,Ghardaia,Prepaid,26,1813.76,2.86,13,0,3,-1.7,0
C11582,Blida,Prepaid,37,1483.56,2.95,76,1,3,15.7,0
C11583,Ghardaia,Prepaid,11,909.84,0.62,39,0,4,14.0,0
C11584,Biskra,Postpaid,5,3077.63,2.42,15,0,1,15.3,0
C11585,Ghardaia,Prepaid,24,1016.33,11.61,25,1,2,-13.3,0
C11586,Chlef,Postpaid,19,2915.65,73.24,61,2,2,18.1,0
C11587,Tlemcen,Postpaid,3,2034.91,27.29,26,0,1,8.0,0
C11588,Blida,Postpaid,28,3401.22,0.63,47,0,1,-11.5,0
C11589,Biskra,Postpaid,10,2649.84,12.8,46,0,1,39.0,0
C11590,Tiaret,Prepaid,23,1227.9,42.34,57,0,4,82.5,0
C11591,Tizi Ouzou,Prepaid,23,1709.55,5.26,84,0,4,20.3,0
C11592,Ouargla,Postpaid,4,2756.45,0.5,46,3,1,12.5,1
C11593,Batna,Prepaid,17,1247.51,27.48,42,0,2,22.3,0
C11594,Ghardaia,Postpaid,62,2704.46,14.48,46,1,1,28.4,0
C11595,Chlef,Prepaid,29,1998.31,26.02,58,0,2,22.2,0
C11596,Algiers,Prepaid,26,1625.32,0.92,32,0,3,41.1,0
C11597,Bejaia,Prepaid,36,2156.6,12.18,69,0,3,-7.8,0
C11598,Oran,Postpaid,18,900.0,8.36,51,0,1,21.0,0
C11599,Annaba,Prepaid,22,2105.82,9.7,85,1,2,29.1,0
C11600,Biskra,Prepaid,9,1085.07,9.98,60,0,3,-20.0,0
C11601,Biskra,Prepaid,13,1436.19,29.27,47,0,4,-11.8,0
C11602,Tizi Ouzou,Prepaid,14,1089.42,8.5,41,0,1,52.2,0
C11603,Setif,Prepaid,21,1167.38,3.75,64,0,2,12.0,0
C11604,Annaba,Prepaid,8,400.0,11.64,43,0,1,12.1,0
C11605,Tiaret,Prepaid,14,1787.54,26.8,61,0,5,6.4,0
C11606,Oran,Prepaid,12,955.54,1.85,67,2,2,16.2,1
C11607,Tlemcen,Prepaid,10,1883.14,34.44,41,0,4,-9.9,0
C11608,Oran,Prepaid,5,2173.66,4.39,86,1,4,43.9,1
C11609,Ouargla,Postpaid,27,2797.44,18.75,23,1,1,25.5,0
C11610,Biskra,Prepaid,10,1722.59,19.48,91,0,1,-8.0,0
C11611,Tiaret,Prepaid,5,2323.83,0.5,79,1,4,14.8,1
C11612,Ghardaia,Prepaid,17,1318.19,2.22,40,0,2,33.1,0
C11613,Oran,Prepaid,12,1509.98,26.21,47,0,4,-1.4,0
C11614,Batna,Prepaid,14,1099.81,19.47,87,0,3,20.5,0
C11615,Constantine,Postpaid,18,3170.46,2.51,58,0,1,7.7,0
C11616,Tiaret,Postpaid,46,2271.87,85.0,57,0,1,8.8,0
C11617,Setif,Prepaid,10,1463.83,19.17,44,0,3,-20.0,0
